support,itemsets,length,antecedents,consequents,confidence,lift,case_count,pt,final_outcome
0.001006036217303823,"frozenset({'Quadriparesis', 'VANCOMYCIN', 'RITUXIMAB'})",3,"frozenset({'VANCOMYCIN', 'RITUXIMAB'})",frozenset({'Quadriparesis'}),1.0,852.0,6,Quadriparesis,Serious
0.0008383635144198525,"frozenset({'Epistaxis', 'PREDNISOLONE', 'MELATONIN'})",3,"frozenset({'PREDNISOLONE', 'MELATONIN'})",frozenset({'Epistaxis'}),0.5,596.4,5,Epistaxis,Moderate
0.0015090543259557343,"frozenset({'Cardiac failure', 'CYCLOSPORINE', 'METOCLOPRAMIDE'})",3,"frozenset({'METOCLOPRAMIDE', 'CYCLOSPORINE'})",frozenset({'Cardiac failure'}),1.0,542.1818181818181,9,Cardiac failure,Serious
0.0008383635144198525,"frozenset({'ACYCLOVIR', 'IBUPROFEN', 'Hepatitis acute'})",3,"frozenset({'ACYCLOVIR', 'IBUPROFEN'})",frozenset({'Hepatitis acute'}),0.7142857142857143,532.5,5,Hepatitis acute,Moderate
0.001676727028839705,"frozenset({'METOCLOPRAMIDE', 'PREDNISOLONE', 'Thrombotic microangiopathy'})",3,"frozenset({'METOCLOPRAMIDE', 'PREDNISOLONE'})",frozenset({'Thrombotic microangiopathy'}),1.0,496.99999999999994,10,Thrombotic microangiopathy,Moderate
0.0008383635144198525,"frozenset({'Dysphonia', 'ZOPICLONE', 'RIZATRIPTAN'})",3,"frozenset({'RIZATRIPTAN', 'ZOPICLONE'})",frozenset({'Dysphonia'}),0.38461538461538464,458.7692307692308,5,Dysphonia,Moderate
0.0008383635144198525,"frozenset({'Venoocclusive liver disease', 'MYCOPHENOLATE MOFETIL', 'LEVETIRACETAM'})",3,"frozenset({'MYCOPHENOLATE MOFETIL', 'LEVETIRACETAM'})",frozenset({'Venoocclusive liver disease'}),0.3125,372.75,5,Venoocclusive liver disease,Moderate
0.0015090543259557343,"frozenset({'Purpura', 'LEVETIRACETAM', 'CEFTRIAXONE'})",3,"frozenset({'CEFTRIAXONE', 'LEVETIRACETAM'})",frozenset({'Purpura'}),0.5,331.33333333333337,9,Purpura,Moderate
0.001676727028839705,"frozenset({'ACYCLOVIR', 'AMPHOTERICIN B', 'Renal tubular disorder'})",3,"frozenset({'ACYCLOVIR', 'AMPHOTERICIN B'})",frozenset({'Renal tubular disorder'}),0.5263157894736842,313.89473684210526,10,Renal tubular disorder,Moderate
0.001006036217303823,"frozenset({'DIAZEPAM', 'Pulmonary embolism', 'METHYLPHENIDATE'})",3,"frozenset({'DIAZEPAM', 'METHYLPHENIDATE'})",frozenset({'Pulmonary embolism'}),0.6666666666666667,165.66666666666666,6,Pulmonary embolism,Serious
0.0008383635144198525,"frozenset({'CARBAMAZEPINE', 'BRASH syndrome', 'LAMOTRIGINE'})",3,"frozenset({'CARBAMAZEPINE', 'LAMOTRIGINE'})",frozenset({'BRASH syndrome'}),0.1388888888888889,165.66666666666666,5,BRASH syndrome,Serious
0.001006036217303823,"frozenset({'COVID-19', 'MYCOPHENOLATE MOFETIL', 'ECULIZUMAB'})",3,"frozenset({'MYCOPHENOLATE MOFETIL', 'ECULIZUMAB'})",frozenset({'COVID-19'}),0.8571428571428572,164.90322580645162,6,COVID-19,Serious
0.001676727028839705,"frozenset({'Dementia', 'DULOXETINE', 'ZOPICLONE'})",3,"frozenset({'DULOXETINE', 'ZOPICLONE'})",frozenset({'Dementia'}),0.35714285714285715,163.84615384615384,10,Dementia,Moderate
0.001676727028839705,"frozenset({'Acquired haemophilia', 'ZOPICLONE', 'PREGABALIN'})",3,"frozenset({'ZOPICLONE', 'PREGABALIN'})",frozenset({'Acquired haemophilia'}),0.2631578947368421,156.94736842105263,10,Acquired haemophilia,Critical
0.0013413816230717639,"frozenset({'Cardiac arrest', 'LAMOTRIGINE', 'BENZTROPINE'})",3,"frozenset({'LAMOTRIGINE', 'BENZTROPINE'})",frozenset({'Cardiac arrest'}),0.5,149.1,8,Cardiac arrest,Critical
0.0008383635144198525,"frozenset({'DULOXETINE', 'RISPERIDONE', 'Encephalopathy'})",3,"frozenset({'DULOXETINE', 'RISPERIDONE'})",frozenset({'Encephalopathy'}),0.33333333333333337,142.0,5,Encephalopathy,Serious
0.001006036217303823,"frozenset({'METOCLOPRAMIDE', 'Ischaemic stroke', 'ZOPICLONE'})",3,"frozenset({'METOCLOPRAMIDE', 'ZOPICLONE'})",frozenset({'Ischaemic stroke'}),0.5454545454545455,135.54545454545456,6,Ischaemic stroke,Serious
0.0015090543259557343,"frozenset({'Purpura', 'GABAPENTIN', 'LEVETIRACETAM'})",3,"frozenset({'GABAPENTIN', 'LEVETIRACETAM'})",frozenset({'Purpura'}),0.20454545454545453,135.54545454545453,9,Purpura,Moderate
0.002012072434607646,"frozenset({'PHENYTOIN', 'GABAPENTIN', 'Inspiratory capacity decreased'})",3,"frozenset({'PHENYTOIN', 'GABAPENTIN'})",frozenset({'Inspiratory capacity decreased'}),0.26666666666666666,132.53333333333333,12,Inspiratory capacity decreased,Serious
0.0011737089201877935,"frozenset({'Cardiac arrest', 'BENZTROPINE', 'MELATONIN'})",3,"frozenset({'BENZTROPINE', 'MELATONIN'})",frozenset({'Cardiac arrest'}),0.4375,130.4625,7,Cardiac arrest,Critical
0.001676727028839705,"frozenset({'PHENYTOIN', 'IBUPROFEN', 'Inspiratory capacity decreased'})",3,"frozenset({'PHENYTOIN', 'IBUPROFEN'})",frozenset({'Inspiratory capacity decreased'}),0.25,124.24999999999999,10,Inspiratory capacity decreased,Serious
0.002347417840375587,"frozenset({'Cardiac arrest', 'LAMOTRIGINE', 'MELATONIN'})",3,"frozenset({'LAMOTRIGINE', 'MELATONIN'})",frozenset({'Cardiac arrest'}),0.411764705882353,122.78823529411765,14,Cardiac arrest,Critical
0.001006036217303823,"frozenset({'GABAPENTIN', 'AMITRIPTYLINE', 'Anal incontinence'})",3,"frozenset({'GABAPENTIN', 'AMITRIPTYLINE'})",frozenset({'Anal incontinence'}),0.14285714285714288,121.71428571428572,6,Anal incontinence,Moderate
0.0008383635144198525,"frozenset({'ACYCLOVIR', 'METOCLOPRAMIDE', 'Inappropriate antidiuretic hormone secretion'})",3,"frozenset({'ACYCLOVIR', 'METOCLOPRAMIDE'})",frozenset({'Inappropriate antidiuretic hormone secretion'}),0.2777777777777778,118.33333333333334,5,Inappropriate antidiuretic hormone secretion,Serious
0.001006036217303823,"frozenset({'BENZTROPINE', 'Death', 'MELATONIN'})",3,"frozenset({'BENZTROPINE', 'MELATONIN'})",frozenset({'Death'}),0.37500000000000006,117.71052631578948,6,Death,Critical
0.001006036217303823,"frozenset({'BENZTROPINE', 'LAMOTRIGINE', 'Death'})",3,"frozenset({'BENZTROPINE', 'LAMOTRIGINE'})",frozenset({'Death'}),0.37500000000000006,117.71052631578948,6,Death,Critical
0.001006036217303823,"frozenset({'ACYCLOVIR', 'Stevens-Johnson syndrome', 'CEFTRIAXONE'})",3,"frozenset({'ACYCLOVIR', 'CEFTRIAXONE'})",frozenset({'Stevens-Johnson syndrome'}),0.3157894736842105,110.78637770897832,6,Stevens-Johnson syndrome,Moderate
0.0011737089201877935,"frozenset({'CANDESARTAN', 'AZATHIOPRINE', 'Obstructive airways disorder'})",3,"frozenset({'CANDESARTAN', 'AZATHIOPRINE'})",frozenset({'Obstructive airways disorder'}),0.11864406779661017,101.08474576271186,7,Obstructive airways disorder,Moderate
0.0015090543259557343,"frozenset({'Serotonin syndrome', 'AMANTADINE', 'GABAPENTIN'})",3,"frozenset({'GABAPENTIN', 'AMANTADINE'})",frozenset({'Serotonin syndrome'}),0.6428571428571428,98.30769230769229,9,Serotonin syndrome,Moderate
0.0008383635144198525,"frozenset({'Electrolyte imbalance', 'PHENOBARBITAL', 'LEVETIRACETAM'})",3,"frozenset({'LEVETIRACETAM', 'PHENOBARBITAL'})",frozenset({'Electrolyte imbalance'}),0.07936507936507937,94.66666666666667,5,Electrolyte imbalance,Moderate
0.001676727028839705,"frozenset({'LAMOTRIGINE', 'Death', 'MELATONIN'})",3,"frozenset({'LAMOTRIGINE', 'MELATONIN'})",frozenset({'Death'}),0.29411764705882354,92.3219814241486,10,Death,Critical
0.0008383635144198525,"frozenset({'RISPERIDONE', 'Parkinsonism', 'RIVASTIGMINE'})",3,"frozenset({'RISPERIDONE', 'RIVASTIGMINE'})",frozenset({'Parkinsonism'}),0.33333333333333337,90.36363636363637,5,Parkinsonism,Moderate
0.0013413816230717639,"frozenset({'Cerebrovascular accident', 'LAMOTRIGINE', 'ZOPICLONE'})",3,"frozenset({'LAMOTRIGINE', 'ZOPICLONE'})",frozenset({'Cerebrovascular accident'}),0.20512820512820512,87.38461538461537,8,Cerebrovascular accident,Moderate
0.0015090543259557343,"frozenset({'ZOPICLONE', 'Suicidal ideation', 'BACLOFEN'})",3,"frozenset({'ZOPICLONE', 'BACLOFEN'})",frozenset({'Suicidal ideation'}),0.3913043478260869,83.34782608695652,9,Suicidal ideation,Moderate
0.0013413816230717639,"frozenset({'OXCARBAZEPINE', 'Parkinsonism', 'PREGABALIN'})",3,"frozenset({'OXCARBAZEPINE', 'PREGABALIN'})",frozenset({'Parkinsonism'}),0.2962962962962963,80.32323232323232,8,Parkinsonism,Moderate
0.001676727028839705,"frozenset({'IBUPROFEN', 'Inspiratory capacity decreased', 'GABAPENTIN'})",3,"frozenset({'IBUPROFEN', 'GABAPENTIN'})",frozenset({'Inspiratory capacity decreased'}),0.16129032258064516,80.16129032258064,10,Inspiratory capacity decreased,Serious
0.002012072434607646,"frozenset({'MYCOPHENOLATE MOFETIL', 'ALEMTUZUMAB', 'Cytomegalovirus infection reactivation'})",3,"frozenset({'MYCOPHENOLATE MOFETIL', 'ALEMTUZUMAB'})",frozenset({'Cytomegalovirus infection reactivation'}),0.28571428571428575,74.08695652173914,12,Cytomegalovirus infection reactivation,Moderate
0.001006036217303823,"frozenset({'DIAZEPAM', 'Myocardial infarction', 'ZOPICLONE'})",3,"frozenset({'DIAZEPAM', 'ZOPICLONE'})",frozenset({'Myocardial infarction'}),0.17142857142857146,73.02857142857144,6,Myocardial infarction,Moderate
0.001006036217303823,"frozenset({'Hypokalaemia', 'TOPIRAMATE', 'OXCARBAZEPINE'})",3,"frozenset({'TOPIRAMATE', 'OXCARBAZEPINE'})",frozenset({'Hypokalaemia'}),0.20689655172413796,72.5841784989858,6,Hypokalaemia,Moderate
0.0008383635144198525,"frozenset({'MELATONIN', 'CEFTRIAXONE', 'Ascites'})",3,"frozenset({'MELATONIN', 'CEFTRIAXONE'})",frozenset({'Ascites'}),0.0847457627118644,72.20338983050847,5,Ascites,Moderate
0.0013413816230717639,"frozenset({'Serotonin syndrome', 'DULOXETINE', 'AMANTADINE'})",3,"frozenset({'DULOXETINE', 'AMANTADINE'})",frozenset({'Serotonin syndrome'}),0.47058823529411764,71.96380090497738,8,Serotonin syndrome,Moderate
0.0013413816230717639,"frozenset({'PHENYTOIN', 'Tubulointerstitial nephritis', 'LEVETIRACETAM'})",3,"frozenset({'PHENYTOIN', 'LEVETIRACETAM'})",frozenset({'Tubulointerstitial nephritis'}),0.09411764705882353,70.16470588235295,8,Tubulointerstitial nephritis,Moderate
0.001006036217303823,"frozenset({'Altered state of consciousness', 'PREGABALIN', 'BACLOFEN'})",3,"frozenset({'PREGABALIN', 'BACLOFEN'})",frozenset({'Altered state of consciousness'}),0.11320754716981132,67.51698113207547,6,Altered state of consciousness,Serious
0.0008383635144198525,"frozenset({'Product use issue', 'MELATONIN', 'PHENOBARBITAL'})",3,"frozenset({'MELATONIN', 'PHENOBARBITAL'})",frozenset({'Product use issue'}),0.13157894736842105,65.39473684210526,5,Product use issue,Moderate
